text,label
"water, resistant wheat starch, wheat glutent, wheat protein isolatet, yeast, oat fibert, alluloset, inulint, soybean oil, salt, vinegar, calcium propionate, guar gum, calcium phosphate, ascorbic acid, sorbic acid, soybean oil, natamycin, sesame . tadds a trivial amount of sugar. contains wheat and sesame ingredients. produced on a line that processes milk ingredients.",Plant-based foods and beverages
"cashews, peanut and/or canola and/or cottonseed oil, sea salt.",Snacks
"water, high fructose corn syrup, contains or less of the following malic acid, citric acid, natural and artificial flavors, sodium benzoate and potassium sorbate, red, yellow, sucralose, acesulfame potassium, blue .",Desserts
"bleached wheat flour, sugar, soy flour, leavening, whey powder, contains or less of dextrose, vegetable oil shortening, salt, dried whole eggs, calcium carbonate, natural and artificial flavor, nonfat dry milk, sodium caseinate, mono and diglycerides.",Snacks
"whole grain wheat, contains or less of bht for freshness. vitamins and minerals reduced iron, niacinamide, vitamin b, vitamin b, vitamin b, folic acid, zinc oxide, vitamin b.",Plant-based foods and beverages
"olives, water, sea salt, and ferrous gluconate .",Salted snacks
"bread crumbs, yellow corn flour, yellow corn meal, sugar, sunflower oil, yeast, sea salt), sunflower oil, yellow corn meal, sugar, onion, salt, spices, garlic, natural flavor, and extractives of turmeric.",Condiments
"mustard seed, distilled vinegar water, horseradish, sea salt.",Condiments
"milk chocolate [sugar cocoa butter, milk, chocolate liquor, soy lecithin, vanillin ], peanuts .",Snacks
"sunflower oil, yolk, mustard, truffle aroma, breakings of truffle, water, white wine vinegar, lemon, salt",Condiments
"glutenfree crust, mozzarella and feta style cheeze blend, white sauce, kale, mushroom, caramelized onion, fig, thyme.",Frozen foods
"enriched flour, vegetable oil sugar, pecans, eggs, salt, leavening, soy lecithin .",Snacks
"water, whole wheat flour, vital wheat gluten, oat fiber, grain blend, flax seed meal, soybean oil, yeast, contains less than of each of the following maltitol, sugar, liquid brown sugar, sodium acid pyrophosphate, baking soda, wheat protein isolate, fumaric acid, preservatives, cellulose gum, guar gum, calcium sulfate, xanthan gum, salt, calcium peroxide, enzymes.",Plant-based foods and beverages
"water, organic cane sugar, organic pear juice concentrate, citric acid, ascorbic acid, natural flavor.",Plant-based foods and beverages
"water, sugar, apple cider vinegar, distilled vinegar, bacon, onion, modified corn starch, salt, canola oil, spices, natural smoke flavor, xanthan gum.",Condiments
"carbonated water, lime juice from concentrate, cane sugar, natural lime flavor, ester gum, ascorbic acid .",Beverages
"red jalapeno peppers, water, carrots, onions, vinegar, iodized salt, soybean oil, spices.",Salted snacks
"dried teriyaki chicken strips [chicken breast, soy sauce, brown sugar, water, sunflower oil, vinegar, cultured cane sugar, pineapple juice concentrate, spices and natural flavorings, sodium phosphates, yeast extract, maltodextrin, carrageenan, salt], pumpkin seeds, tree nuts, dried cranberries, sunflower seeds, dried mango, dark chocolate pieces [, sugar, gum arabic, tapioca dextrin, carnauba wax, caramel color].",Snacks
"unbleached enriched wheat flour [flour, barley malt, niacin, iron, thiamin mononitrate, riboflavin, folic acid ], water, sugar, yeast, wheat gluten, contains or less of the following soybean oil, salt, dough conditioners, calcium propionate and sorbic acid, soy flour, yeast nutrients, wheat starch, hydrogenated vegetable oil, soy lecithin .",Plant-based foods and beverages
"corn, corn oil, citric acid, salt.",Snacks
"parmesan cheese, powdered cellulose, potassium sorbate .",Dairies
"sugar, enriched wheat flour bleached, margarine and shortening, leavening, food starchmodified, sucrose maltodextrin, high fructose corn syrup, water, red raspberries, red raspberry seeds, egg whites, whole eggs, contains or less of dextrose, propylene glycol mono & diesters of fatty acids, mono & diglycerides with bht & citric acid as preservatives, salt, nonfat milk solids, sorbitan monostearate, soy lecithin, xanthan gum, cellulose gum, polysorbate, wheat starch, propylene glycol, silicon dioxide palm kernel oil, whey lactose, milk fat, buttermilk, sodium caseinate, partially hydrogenated palm oil, propylene glycol monoesters, monodiglycerides sodium stearoyl lactylate, calcium silicate, citric acid, oranges, lemons, glycerin vanilla, lecithin, phospholipids of soybean guar gum, triethyl citrate, sodium benzoate, gellan gum, red, blue, natural and artificial flavor.",Snacks
"cultured pasteurized reduced fat milk, salt, enzymes, annatto color, vitamin a palmitate.",Dairies
"granola, almonds . contains wheat, almond, milk and coconut ingredients.",Plant-based foods and beverages
"enriched wheat flour, malted barley flour, brown sugar, eggs, butter, pecans, pumpkin puree, pumpkin spice, aluminum free baking powder, and natural vanilla cream flavor.",Snacks
"water, tomatoes, tomato paste, pink beans, kidney beans, onions, green bell peppers, red bell peppers, soy protein concentrate, vegetable broth",Meals
"wheat flour, sugar, cottonseed oil, eggs, water, corn syrup, xanthan gum, glycerin, pecans, sorbitol, nonfat milk, leavening, mono & diglycerides, polyglycerol esters of fatty acids, modified cornstarch, salt, preservatives, propylene glycol, vanilla extract, enrichment .",Snacks
"purified water, green tea, ascorbic acid .",Plant-based foods and beverages
"tomatoes, serrano peppers, onions, tomato juice, cilantro, salt, green onion, garlic powder, citric acid, sodium metabisulfite and potassium sorbate, spice, xanthan gum, calcium chloride.",Condiments
"grassfed beef, bbq sauce, onion, natural smoke flavor), worcestershire sauce, apple cider vinegar, brown sugar, liquid hickory smoke, chipotle pepper, salt, garlic, paprika, black pepper.",Snacks
"sprouted organic pumpkin seeds, himalayan crystal salt and organic unfiltered olive oil.",Plant-based foods and beverages
"organic pasteurized cultured whole and skim milk, salt, enzymes.",Dairies
"water, pear juice concentrate, contains . or less of the following vitamins and minerals, natural flavors, paprika oleoresin .",Beverages
"rice, sugar, salt, malted barley syrup, vitamins and minerals sodium ascorbate, reduced iron, alpha tocopherol acetate, niacinamide, vitamin a palmitate, pyridoxine hydrochloride, thiamin mononitrate, riboflavin, folic acid, vitamin d, vitamin b.",Plant-based foods and beverages
"water, contains or less of sea salt, evaporated cane syrup, celery juice powder, natural smoke flavor.",Meats and their products
"water, whole wheat flour, wheat gluten, golden flax seed flour, oat fiber, nongmo soybean oil, soy flour, tapioca flour, yeast, oat bran, whole grain blend, cultured wheat starch with citric acid, mono and diglycerides, salt, sugar, ascorbic acid, enzymes .",Plant-based foods and beverages
"cabbage, sugar, mayonnaise, carrots, vinegar, onion, salt, ascorbic acid, modified corn starch, sodium erythorbate, citric acid, xanthan gum, sodium benzoate, potassium sorbate, celery seed, white pepper.",Snacks
"nutrition facts amount/serving dv amount/serving dv total fat g total carb. g serving per container sat. fat g fiber og trans fat g total sugars g cholest. mg incl.g added sugars serving size .az sodium mg protein g calories vit. d calcium iron potas. vit.a per ngredients skyr, fruits, cane sugar, thermophilus islandicus"") pectin, natural flavors. contains milk lactobacillus bulgaricus, bifidobacterium stributed by icelandic provisions, new york, ny . grade a d made in the usa with domestic and imported ingredients. www.icelandicprovisions.com cording to the fda, no significant difference has been found hello@icelandicprovisions.com between milk from rbsttreated and nonbst treated cows. skyr",Dairies
"cookie whole grains, sugar, vegetable oil shortening, enriched flour, inulin, raisin paste, wheat gluten, oat fiber, high fructose corn syrup, milk ingredient, molasses, corn syrup, corn starch, leavening, salt, potassium sorbate, natural flavor, cinnamon, xanthan gum, lactic acid, sulfite, soy lecithin . filling sugar, corn syrup, water, blueberry puree, apple puree, yogurt powder, milk ingredient, sorbitol, pectin, citric acid, natural flavor, calcium citrate, blueberry juice concentrate, locust bean gum, potassium sorbate, titanium dioxide color, sulfite, malic acid.",Snacks
"water, sugar, distilled white vinegar, modified food starch, salt, natural sriracha chili sauce flavor, spice, dehydrated garlic, dehydrated onion, natural spice extractives, sodium benzoate and potassium sorbate, citric acid, xanthan gum.",Condiments
"spring water, co, natural flavors.",Beverages
"reducedfat milk, brewed starbucks espresso coffee, sugar, natural flavors, ascorbic acid .",Beverages
organic extra virgin olive oil.,Plant-based foods and beverages
"water, aloe vera pulp, aloe vera juice, pure cane sugar, honey, pure cane juice, citric acid, all natural flavor, stevia.",Plant-based foods and beverages
"sweet peas, water, sugar, salt",Plant-based foods and beverages
"cabbage, salt, and water.",Salted snacks
"milk chocolate {sugar, whole milk, cocoa butter, chocolate, soy lecithin, vanillin }, pecans, corn syrup, dairy cream, condensed milk, sugar, invert sugar, partially hydrogenated palm kernel oil, honey, brown sugar, salt, natural flavors, and soy lecithin .",Snacks
"shrimp, salt, sodium tripolyphosphate.",Seafood
"milk chocolate, sugar, cornstarch, less than corn syrup, dextrin, coloring, artificial and natural flavors, gum acacia.",Snacks
"parmesan cheese made from cow's milk, powdered cellulose, potassium sorbate .",Dairies
"sugar, corn syrup, dextrose, glycerin, gelatin, vegetable gums, artificial flavor, artificial colors .",Snacks
"milk, cream, liquid sugar, white mint fudge swirls [sugar, corn oil, corn starch, nonfat dry milk, mixed triglycerides, salt, natural flavoring, soy lecithin, titanium dioxide ], dark chocolate flavored base [sugar, water, cocoa, corn syrup, cocoa, milkfat, whey, chocolate liquor, egg yolks, monoand diglycerides, cellulose gum, guar gum, carrageenan, dextrose.",Desserts
"water, dextrose, modified corn starch, or less of the following salt, potassium lactate, potassium acetate, sodium diacetate, sodium phosphates, potassium chloride, flavorings, sodium erythorbate, sodium nitrite, caramel colored.",Meats and their products
"pasteurized partskim milk, cheese culture, salt, enzymes.",Dairies
"tomatoes, green onions, green chiles, jalapeno peppers, black olives, habanero peppers, olive oil, vinegar, garlic salt, crushed red peppers.",Condiments
"reduced fat ice cream, wafers .",Desserts
"tomato concentrate, high fructose corn syrup, distilled vinegar, corn syrup, salt, less than of spice, onion powder, natural flavors.",Condiments
"water, high fructose corn syrup, contains or less of the following apple and pear juice from concentrate, citric acid, natural and artificial flavors, sodium benzoate and potassium sorbate, red, yellow, yellow, blue,",Desserts
"sugar, corn syrup, palm oil, condensed skim milk, whey, artificial flavor, soy lecithin .",Snacks
"peanuts, almonds, cashews, filberts, pecans, brazils, vegetable oil, sea salt.",Snacks
"wheat flour, shortening ) powder sugar sugar corn syrup, flat peach puree, egg, corn syrup, grain products, condensed milk dextrin, cheese powder, salt, amide pectin, lecithin ammonium bicarbonate, peach flavor butter flavor sodium bicarbonate, citric acid, dl malic acid, purple sweet potato color defoaming agent .",Snacks
"cultured grade a non fat milk, chicory root fiber, contains less than of water, natural flavors, malic acid, vegetable juice concentrate and beta carotene, stevia leaf extract, sea salt, vitamin d, sodium citrate.",Dairies
"cured with water, salt, sugar, sodium phosphate, natural flavor, sodium erythorbate, sodium nitrite.",Meats and their products
